lang_name	keep_rows	remove_rows	total_rows	keep_tokens	remove_tokens	total_tokens	keep_disk	remove_disk	total_disk	source
wbm_Latn	34	11	45	34761	11572	46333	90.02KB	177.66KB	267.68KB	fineweb-2, mala
aer_Latn	33	5	38	25743	3900	29643	287.85KB	20.71KB	308.56KB	fineweb-2
gah_Latn	33	9	42	21383	5831	27214	176.84KB	47.55KB	224.39KB	fineweb-2
ses_Latn	33	7	40	10051	2132	12183	80.61KB	14.47KB	95.08KB	fineweb-2
sgh_Cyrl	33	8	41	12015	2912	14927	108.39KB	86.68KB	195.08KB	fineweb-2
bdq_Latn	32	10	42	10290	3215	13505	96.12KB	21.05KB	117.17KB	fineweb-2
dnw_Latn	32	10	42	13909	4419	18328	81.25KB	69.55KB	150.80KB	fineweb-2, mala
gwi_Latn	32	8	40	21245	5311	26556	205.15KB	58.72KB	263.87KB	fineweb-2
lbk_Latn	32	8	40	22732	5683	28415	167.70KB	34.34KB	202.04KB	fineweb-2
ldi_Latn	32	11	43	12072	4150	16222	80.98KB	49.26KB	130.24KB	fineweb-2
pmf_Latn	32	4	36	19168	2434	21602	98.54KB	55.07KB	153.61KB	fineweb-2, mala
sdq_Latn	32	9	41	9578	2694	12272	65.66KB	50.63KB	116.28KB	fineweb-2
ycn_Latn	32	8	40	27219	6804	34023	218.71KB	93.73KB	312.44KB	fineweb-2
amx_Latn	31	7	38	26430	5968	32398	246.40KB	58.64KB	305.04KB	fineweb-2
hix_Latn	31	8	39	26563	6854	33417	211.06KB	44.39KB	255.44KB	fineweb-2
jic_Latn	31	6	37	25306	4898	30204	165.58KB	39.42KB	205.00KB	fineweb-2
pio_Latn	31	5	36	21522	3471	24993	241.29KB	34.72KB	276.01KB	fineweb-2
poy_Latn	31	12	43	17941	6944	24885	158.12KB	53.52KB	211.64KB	fineweb-2
mlh_Latn	30	9	39	21857	6557	28414	187.45KB	41.86KB	229.30KB	fineweb-2
xog_Latn	30	12	42	5568	2328	7896	67.07KB	24.54KB	91.61KB	fineweb-2, mala
box_Latn	29	6	35	25180	5209	30389	146.49KB	34.94KB	181.44KB	fineweb-2
neb_Latn	29	9	38	11538	3581	15119	107.63KB	24.95KB	132.58KB	fineweb-2
xtm_Latn	29	8	37	27812	7672	35484	165.17KB	25.67KB	190.84KB	fineweb-2
kau_Latn	29	11	40	8797	3336	12133	75.87KB	30.74KB	106.61KB	mala
cly_Latn	28	10	38	4460	1592	6052	53.78KB	17.09KB	70.87KB	fineweb-2
cux_Latn	28	7	35	24412	6103	30515	191.78KB	57.70KB	249.48KB	fineweb-2
dsh_Latn	28	10	38	25897	9249	35146	142.27KB	130.99KB	273.26KB	fineweb-2
lai_Latn	28	4	32	7264	1037	8301	63.87KB	20.99KB	84.85KB	fineweb-2
vag_Latn	28	5	33	8627	1540	10167	48.66KB	26.83KB	75.49KB	fineweb-2
cme_Latn	27	6	33	16265	3614	19879	132.95KB	17.20KB	150.15KB	fineweb-2
cot_Latn	27	6	33	10700	2377	13077	170.65KB	38.88KB	209.53KB	fineweb-2
for_Latn	27	7	34	18650	4835	23485	161.87KB	39.79KB	201.66KB	fineweb-2
gnb_Latn	27	11	38	19076	7771	26847	141.61KB	31.47KB	173.09KB	fineweb-2
kgr_Latn	27	9	36	19875	6625	26500	98.84KB	62.61KB	161.45KB	fineweb-2
ksc_Latn	27	5	32	15031	2783	17814	124.76KB	19.54KB	144.29KB	fineweb-2
zsr_Latn	27	7	34	15597	4043	19640	135.30KB	40.14KB	175.44KB	fineweb-2
pce_Mymr	27	7	34	10599	2748	13347	121.10KB	51.90KB	173.00KB	mala
tll_Latn	27	10	37	44096	16331	60427	306.87KB	141.75KB	448.62KB	mala
akh_Latn	26	9	35	49526	17143	66669	291.54KB	79.22KB	370.76KB	fineweb-2
anm_Latn	26	4	30	2726	419	3145	41.19KB	15.60KB	56.79KB	fineweb-2
apt_Latn	26	10	36	5173	1989	7162	51.50KB	18.37KB	69.86KB	fineweb-2
auc_Latn	26	12	38	23236	10724	33960	198.15KB	119.76KB	317.91KB	fineweb-2
bsp_Latn	26	8	34	15461	4757	20218	117.93KB	42.18KB	160.12KB	fineweb-2
ivb_Latn	26	5	31	3574	687	4261	38.75KB	15.26KB	54.01KB	fineweb-2
mrq_Latn	26	9	35	19661	6806	26467	62.72KB	90.26KB	152.98KB	fineweb-2
srq_Latn	26	7	33	17031	4585	21616	120.30KB	32.55KB	152.85KB	fineweb-2
ttj_Latn	26	6	32	13528	3121	16649	98.17KB	48.73KB	146.90KB	fineweb-2
uri_Latn	26	8	34	10633	3271	13904	40.55KB	57.87KB	98.42KB	fineweb-2
raj_Deva	26	6	32	44785	10335	55120	322.32KB	380.64KB	702.96KB	mala
ttt_Cyrl	26	12	38	1284	592	1876	19.26KB	16.63KB	35.89KB	mala
kmy_Latn	25	7	32	15919	4457	20376	111.35KB	29.15KB	140.50KB	fineweb-2
spm_Latn	25	7	32	26344	7376	33720	220.93KB	63.79KB	284.73KB	fineweb-2
cpu_Latn	24	8	32	15192	5064	20256	115.08KB	138.13KB	253.21KB	fineweb-2
cub_Latn	24	11	35	15107	6924	22031	163.82KB	49.85KB	213.67KB	fineweb-2
esi_Latn	24	5	29	8705	1813	10518	80.65KB	55.23KB	135.88KB	fineweb-2
kny_Latn	24	10	34	23827	9927	33754	94.51KB	142.59KB	237.11KB	fineweb-2
kxw_Latn	24	9	33	18738	7026	25764	141.64KB	63.95KB	205.60KB	fineweb-2
mig_Latn	24	15	39	14913	9320	24233	132.27KB	93.10KB	225.37KB	fineweb-2
tro_Latn	24	8	32	5226	1742	6968	51.55KB	30.63KB	82.18KB	fineweb-2
waj_Latn	24	8	32	22549	7516	30065	191.01KB	60.84KB	251.85KB	fineweb-2
whk_Latn	24	7	31	32090	9359	41449	94.74KB	141.28KB	236.02KB	fineweb-2
zsm_Arab	24	7	31	3512	1024	4536	58.84KB	15.60KB	74.44KB	fineweb-2
aph_Deva	24	7	31	7683	2240	9923	188.04KB	57.19KB	245.23KB	mala
bug_Bugi	24	6	30	1708	427	2135	29.40KB	14.27KB	43.68KB	mala
ian_Latn	23	8	31	21873	7608	29481	158.57KB	57.42KB	215.99KB	fineweb-2
lwo_Latn	23	5	28	18461	4013	22474	111.57KB	26.64KB	138.22KB	fineweb-2
mny_Latn	23	7	30	2291	697	2988	31.90KB	16.30KB	48.21KB	fineweb-2
omb_Latn	23	10	33	10398	4521	14919	51.40KB	66.04KB	117.44KB	fineweb-2
ruf_Latn	23	9	32	9370	3666	13036	81.89KB	36.32KB	118.21KB	fineweb-2
zav_Latn	23	5	28	16296	3542	19838	138.73KB	35.43KB	174.16KB	fineweb-2
hav_Latn	22	2	24	2458	223	2681	34.84KB	3.39KB	38.23KB	fineweb-2
kmm_Latn	22	9	31	19400	7936	27336	56.34KB	144.53KB	200.87KB	fineweb-2
maw_Latn	22	9	31	6779	2773	9552	38.46KB	34.89KB	73.35KB	fineweb-2
mhi_Latn	22	7	29	11184	3558	14742	53.13KB	40.27KB	93.40KB	fineweb-2
mrg_Latn	22	6	28	17568	4791	22359	79.15KB	116.27KB	195.42KB	fineweb-2
nnp_Latn	22	10	32	4050	1841	5891	36.82KB	33.36KB	70.18KB	fineweb-2
tuv_Latn	22	9	31	5471	2322	7793	42.85KB	34.72KB	77.57KB	fineweb-2, mala
trp_Latn	22	8	30	26116	9497	35613	68.20KB	182.67KB	250.87KB	mala
yrk_Latn	22	14	36	323	206	529	22.37KB	12.12KB	34.50KB	mala
bwu_Latn	21	7	28	11899	3966	15865	81.20KB	13.80KB	95.00KB	fineweb-2
ebk_Latn	21	3	24	16160	2308	18468	117.82KB	12.81KB	130.63KB	fineweb-2
fue_Latn	21	5	26	11670	2778	14448	94.82KB	18.95KB	113.77KB	fineweb-2
fuq_Latn	21	6	27	152343	43526	195869	1.48MB	28.88KB	1.50MB	fineweb-2
kzf_Latn	21	10	31	3187	1517	4704	32.66KB	25.16KB	57.82KB	fineweb-2
old_Latn	21	7	28	6631	2210	8841	67.89KB	12.21KB	80.09KB	fineweb-2
gqr_Latn	20	5	25	15552	3888	19440	110.44KB	19.49KB	129.93KB	fineweb-2
kub_Latn	20	5	25	35127	8781	43908	93.28KB	158.98KB	252.25KB	fineweb-2
muy_Latn	20	4	24	18755	3751	22506	109.22KB	37.67KB	146.88KB	fineweb-2
tbl_Latn	20	7	27	16569	5799	22368	85.94KB	33.02KB	118.96KB	fineweb-2
inh_Latn	20	15	35	597	448	1045	16.14KB	14.73KB	30.87KB	mala
snk_Latn	20	8	28	5464	2185	7649	29.62KB	20.04KB	49.66KB	mala
tpu_Khmr	20	7	27	8581	3003	11584	80.82KB	99.94KB	180.76KB	mala
are_Latn	19	10	29	8581	4516	13097	95.10KB	43.91KB	139.01KB	fineweb-2
arp_Latn	19	2	21	10868	1144	12012	138.41KB	8.54KB	146.95KB	fineweb-2
blt_Latn	19	6	25	29718	9384	39102	140.59KB	194.14KB	334.73KB	fineweb-2
daa_Latn	19	8	27	11530	4855	16385	77.16KB	40.89KB	118.04KB	fineweb-2
kqo_Latn	19	5	24	2720	716	3436	33.32KB	12.69KB	46.02KB	fineweb-2
ksp_Latn	19	4	23	14148	2978	17126	90.67KB	12.60KB	103.27KB	fineweb-2
nla_Latn	19	4	23	3200	595	3795	28.05KB	9.76KB	37.81KB	fineweb-2, mala
snw_Latn	19	5	24	12779	3363	16142	84.87KB	25.76KB	110.63KB	fineweb-2
wib_Latn	19	5	24	14595	3840	18435	100.60KB	30.81KB	131.41KB	fineweb-2
shn_Latn	19	5	24	12065	3175	15240	62.07KB	75.71KB	137.78KB	mala
bvc_Latn	18	3	21	1880	313	2193	27.97KB	8.61KB	36.58KB	fineweb-2
mog_Latn	18	5	23	5118	1421	6539	30.96KB	27.12KB	58.08KB	fineweb-2
njb_Latn	18	6	24	11492	3830	15322	103.34KB	21.52KB	124.86KB	fineweb-2
obo_Latn	18	11	29	6714	4103	10817	39.88KB	47.72KB	87.60KB	fineweb-2
tmd_Latn	18	8	26	15521	6898	22419	105.53KB	57.56KB	163.08KB	fineweb-2
hbb_Latn	18	7	25	8444	3284	11728	51.89KB	20.92KB	72.82KB	mala
khb_Talu	18	9	27	1514	757	2271	19.81KB	11.72KB	31.53KB	mala
kei_Latn	17	5	22	17760	5223	22983	51.24KB	74.69KB	125.93KB	fineweb-2
kmk_Latn	17	7	24	8872	3653	12525	72.01KB	26.34KB	98.35KB	fineweb-2
lip_Latn	17	6	23	11543	4074	15617	78.05KB	30.92KB	108.97KB	fineweb-2
lud_Latn	17	10	27	32700	19235	51935	173.07KB	195.06KB	368.13KB	fineweb-2
nmo_Latn	17	3	20	11960	2110	14070	107.69KB	8.92KB	116.61KB	fineweb-2
pss_Latn	17	6	23	2658	938	3596	26.39KB	11.93KB	38.32KB	fineweb-2
tpp_Latn	17	8	25	7748	3646	11394	72.15KB	34.90KB	107.05KB	fineweb-2
zad_Latn	17	6	23	7563	2669	10232	72.70KB	13.17KB	85.87KB	fineweb-2
krr_Khmr	17	8	25	13462	6335	19797	160.77KB	121.24KB	282.01KB	mala
zxx_Zyyy	17	8	25	2265	1066	3331	24.91KB	36.64KB	61.55KB	mala
adi_Latn	16	5	21	5011	1565	6576	46.82KB	15.57KB	62.38KB	fineweb-2
alj_Latn	16	8	24	5053	2526	7579	25.50KB	43.88KB	69.38KB	fineweb-2
any_Latn	16	5	21	14114	4410	18524	99.27KB	24.63KB	123.90KB	fineweb-2
biu_Latn	16	5	21	6045	1889	7934	40.15KB	24.12KB	64.27KB	fineweb-2
dug_Latn	16	4	20	6346	1548	7894	52.88KB	14.50KB	67.38KB	fineweb-2, mala
kam_Latn	16	4	20	696	174	870	7.49KB	5.65KB	13.14KB	fineweb-2, mala
mim_Latn	16	6	22	17968	6738	24706	137.65KB	41.75KB	179.40KB	fineweb-2
nlg_Latn	16	11	27	11104	7634	18738	65.35KB	56.98KB	122.33KB	fineweb-2
oto_Latn	16	3	19	8716	1634	10350	34.92KB	39.64KB	74.56KB	fineweb-2
qva_Latn	16	4	20	7733	1933	9666	86.22KB	21.91KB	108.12KB	fineweb-2
rhg_Latn	16	4	20	5327	1331	6658	49.66KB	11.45KB	61.11KB	fineweb-2
ttq_Latn	16	5	21	75805	23689	99494	55.34KB	830.49KB	885.83KB	fineweb-2
uth_Latn	16	4	20	12107	3026	15133	93.65KB	20.48KB	114.13KB	fineweb-2
lbe_Latn	16	6	22	786	294	1080	11.84KB	11.10KB	22.94KB	mala
syr_Latn	16	4	20	6143	1535	7678	60.02KB	21.17KB	81.19KB	mala
awi_Latn	15	7	22	2268	1058	3326	30.01KB	12.87KB	42.87KB	fineweb-2
frd_Latn	15	7	22	10147	4735	14882	74.60KB	22.65KB	97.25KB	fineweb-2
goa_Latn	15	9	24	2645	1587	4232	29.77KB	14.47KB	44.24KB	fineweb-2
ntp_Latn	15	4	19	6977	1860	8837	71.42KB	22.19KB	93.61KB	fineweb-2
var_Latn	15	10	25	9950	6633	16583	93.88KB	66.59KB	160.46KB	fineweb-2
yrl_Latn	15	3	18	2908	581	3489	33.24KB	6.07KB	39.31KB	fineweb-2
zpg_Latn	15	5	20	1611	537	2148	20.95KB	7.76KB	28.71KB	fineweb-2
got_Latn	15	7	22	63449	29609	93058	85.04KB	187.93KB	272.97KB	mala
cjv_Latn	14	5	19	16859	6021	22880	108.04KB	31.78KB	139.82KB	fineweb-2
dks_Latn	14	4	18	6266	1790	8056	53.05KB	10.50KB	63.55KB	fineweb-2
ghs_Latn	14	7	21	14536	7268	21804	104.11KB	55.92KB	160.03KB	fineweb-2
kgf_Latn	14	5	19	9431	3368	12799	79.81KB	25.87KB	105.68KB	fineweb-2
ots_Latn	14	11	25	3396	2668	6064	20.89KB	33.62KB	54.51KB	fineweb-2
sck_Deva	14	13	27	5912	5490	11402	95.68KB	74.18KB	169.87KB	fineweb-2
wap_Latn	14	6	20	11901	5100	17001	116.77KB	52.55KB	169.31KB	fineweb-2
whg_Latn	14	12	26	9482	8127	17609	26.25KB	97.34KB	123.59KB	fineweb-2
zpj_Latn	14	7	21	5263	2631	7894	34.80KB	27.65KB	62.45KB	fineweb-2
brb_Khmr	14	6	20	10782	4620	15402	108.53KB	70.66KB	179.19KB	mala
dty_Latn	14	6	20	964	413	1377	15.70KB	11.36KB	27.07KB	mala
tkr_Latn	14	10	24	275	196	471	9.71KB	9.24KB	18.95KB	mala
cdf_Latn	13	3	16	7112	1641	8753	43.99KB	31.83KB	75.82KB	fineweb-2
fuv_Arab	13	3	16	6420	1481	7901	103.31KB	5.81KB	109.12KB	fineweb-2
mns_Cyrl	13	6	19	5292	3121	8413	48.09KB	69.92KB	118.01KB	fineweb-2, mala
mpt_Latn	13	5	18	12403	4770	17173	82.94KB	37.73KB	120.67KB	fineweb-2
mrv_Latn	13	3	16	3462	799	4261	30.05KB	9.35KB	39.39KB	fineweb-2
nnw_Latn	13	6	19	5508	2542	8050	31.01KB	28.24KB	59.25KB	fineweb-2
nph_Latn	13	4	17	41798	12861	54659	47.88KB	432.27KB	480.15KB	fineweb-2
sfw_Latn	13	5	18	2468	949	3417	27.40KB	8.00KB	35.40KB	fineweb-2
taw_Latn	13	7	20	10245	5516	15761	73.54KB	35.06KB	108.60KB	fineweb-2
vmk_Latn	13	8	21	15986	9838	25824	196.71KB	26.15KB	222.86KB	fineweb-2
wsg_Telu	13	4	17	3077	947	4024	40.84KB	43.30KB	84.14KB	fineweb-2
dwr_Ethi	13	3	16	8647	1995	10642	108.27KB	24.42KB	132.69KB	mala
bih_Arab	13	7	20	292	156	448	6.51KB	3.69KB	10.20KB	New CC
bmk_Latn	12	4	16	11905	3968	15873	86.07KB	26.67KB	112.74KB	fineweb-2
bqj_Latn	12	7	19	5446	3176	8622	39.53KB	28.74KB	68.26KB	fineweb-2
cnw_Latn	12	7	19	34543	20150	54693	109.30KB	156.96KB	266.26KB	fineweb-2
crl_Cans	12	8	20	8825	5883	14708	119.48KB	78.57KB	198.05KB	fineweb-2
enl_Latn	12	4	16	48723	16241	64964	337.45KB	226.37KB	563.82KB	fineweb-2
ife_Latn	12	4	16	3363	1121	4484	25.64KB	17.50KB	43.13KB	fineweb-2
iqw_Latn	12	5	17	6589	2745	9334	59.65KB	21.53KB	81.18KB	fineweb-2
kmd_Latn	12	10	22	3642	3035	6677	41.07KB	20.66KB	61.73KB	fineweb-2
ktj_Latn	12	2	14	16885	2814	19699	123.60KB	2.26KB	125.87KB	fineweb-2
nfa_Latn	12	5	17	10333	4305	14638	73.98KB	27.98KB	101.96KB	fineweb-2
nmw_Latn	12	6	18	4299	2149	6448	34.16KB	20.95KB	55.11KB	fineweb-2
nre_Latn	12	5	17	4284	1785	6069	28.11KB	23.05KB	51.16KB	fineweb-2
sba_Latn	12	6	18	26161	13080	39241	205.13KB	16.67KB	221.80KB	fineweb-2
shu_Arab	12	6	18	3960	1980	5940	57.74KB	38.38KB	96.12KB	fineweb-2
tui_Latn	12	8	20	3667	2444	6111	20.83KB	24.95KB	45.78KB	fineweb-2
ury_Latn	12	6	18	5430	2715	8145	30.76KB	29.95KB	60.70KB	fineweb-2
cmo_Khmr	12	6	18	1110	555	1665	90.56KB	47.13KB	137.69KB	mala
nut_Latn	12	5	17	6448	2686	9134	24.07KB	37.76KB	61.83KB	mala
pli_Latn	12	2	14	7818	1303	9121	25.54KB	82.34KB	107.88KB	mala
xkg_Latn	12	6	18	4921	2460	7381	28.65KB	16.13KB	44.78KB	mala
ajz_Latn	11	4	15	2293	791	3084	23.51KB	15.13KB	38.63KB	fineweb-2, mala
bgz_Latn	11	3	14	3601	982	4583	18.54KB	22.14KB	40.68KB	fineweb-2
byv_Latn	11	2	13	2994	544	3538	19.77KB	6.22KB	25.99KB	fineweb-2
dtb_Latn	11	9	20	3297	2698	5995	20.54KB	33.03KB	53.56KB	fineweb-2
gvc_Latn	11	3	14	4898	1336	6234	45.79KB	5.87KB	51.66KB	fineweb-2
kpj_Latn	11	6	17	4238	2311	6549	49.16KB	22.76KB	71.91KB	fineweb-2
kru_Deva	11	4	15	6182	2248	8430	101.38KB	33.99KB	135.36KB	fineweb-2
lnd_Latn	11	5	16	6031	2741	8772	37.71KB	26.74KB	64.45KB	fineweb-2
mfh_Latn	11	8	19	7823	5857	13680	64.75KB	26.06KB	90.80KB	fineweb-2, mala
msc_Latn	11	3	14	10549	2877	13426	69.03KB	7.78KB	76.81KB	fineweb-2
nzm_Latn	11	5	16	4331	1968	6299	27.36KB	17.41KB	44.77KB	fineweb-2
sld_Latn	11	4	15	2166	787	2953	17.87KB	14.89KB	32.76KB	fineweb-2
tem_Latn	11	5	16	5589	2540	8129	33.37KB	24.77KB	58.15KB	fineweb-2
way_Latn	11	3	14	5643	1539	7182	44.10KB	25.51KB	69.61KB	fineweb-2
yup_Latn	11	4	15	3936	1431	5367	20.88KB	27.81KB	48.69KB	fineweb-2
kwu_Latn	11	4	15	11632	4230	15862	29.14KB	64.72KB	93.86KB	mala
wni_Latn	11	3	14	3215	877	4092	25.42KB	4.97KB	30.40KB	mala
bcw_Latn	10	4	14	13645	5458	19103	77.28KB	49.30KB	126.58KB	fineweb-2
fmu_Deva	10	4	14	2192	877	3069	30.40KB	35.09KB	65.49KB	fineweb-2
hop_Latn	10	6	16	2962	1777	4739	24.67KB	20.48KB	45.14KB	fineweb-2
ker_Latn	10	3	13	10341	3102	13443	42.18KB	61.22KB	103.40KB	fineweb-2
kia_Latn	10	3	13	2236	671	2907	15.72KB	8.00KB	23.73KB	fineweb-2
lom_Latn	10	3	13	1936	580	2516	19.64KB	4.64KB	24.28KB	fineweb-2
mev_Latn	10	4	14	2196	878	3074	21.79KB	6.23KB	28.02KB	fineweb-2
mip_Latn	10	2	12	4958	991	5949	35.67KB	6.52KB	42.19KB	fineweb-2
mta_Latn	10	4	14	14381	5752	20133	79.51KB	42.42KB	121.93KB	fineweb-2
nse_Latn	10	2	12	2679	535	3214	22.66KB	8.29KB	30.94KB	fineweb-2
ojb_Latn	10	3	13	6196	1859	8055	51.93KB	27.81KB	79.75KB	fineweb-2
qvo_Latn	10	5	15	2484	1574	4058	28.67KB	20.36KB	49.03KB	fineweb-2, mala
tnc_Latn	10	3	13	5069	1520	6589	56.41KB	20.66KB	77.07KB	fineweb-2
wlv_Latn	10	4	14	12507	5003	17510	17.76KB	108.74KB	126.50KB	fineweb-2
wlx_Latn	10	4	14	14074	5629	19703	99.12KB	18.91KB	118.03KB	fineweb-2
xsu_Latn	10	7	17	25928	18149	44077	10.08KB	227.27KB	237.35KB	fineweb-2
anp_Latn	10	5	15	5027	2513	7540	34.10KB	54.42KB	88.51KB	mala
arc_Latn	10	8	18	412	329	741	9.11KB	8.59KB	17.70KB	mala
gwc_Arab	10	6	16	1235	741	1976	13.33KB	9.42KB	22.75KB	mala
aim_Latn	9	4	13	3261	1449	4710	19.45KB	15.58KB	35.03KB	fineweb-2
cgg_Latn	9	4	13	1097	487	1584	13.91KB	8.94KB	22.85KB	fineweb-2
cul_Latn	9	5	14	7968	4426	12394	72.09KB	46.39KB	118.47KB	fineweb-2
fud_Latn	9	4	13	9792	4352	14144	13.40KB	69.43KB	82.84KB	fineweb-2
guq_Latn	9	3	12	4899	1633	6532	40.71KB	10.37KB	51.08KB	fineweb-2
jmc_Latn	9	4	13	4329	1924	6253	20.65KB	32.27KB	52.92KB	fineweb-2
lgl_Latn	9	2	11	7488	1664	9152	44.08KB	10.49KB	54.57KB	fineweb-2
mda_Latn	9	2	11	3962	880	4842	36.27KB	7.88KB	44.15KB	fineweb-2
mkl_Latn	9	3	12	6507	2169	8676	42.43KB	11.94KB	54.38KB	fineweb-2
ncq_Laoo	9	5	14	7349	4082	11431	116.01KB	45.38KB	161.39KB	fineweb-2
pkb_Latn	9	2	11	4053	803	4856	23.56KB	18.24KB	41.81KB	fineweb-2, mala
pne_Latn	9	3	12	13476	4492	17968	41.02KB	74.95KB	115.97KB	fineweb-2
poe_Latn	9	2	11	5971	1326	7297	47.47KB	9.24KB	56.71KB	fineweb-2
yam_Latn	9	2	11	33007	7334	40341	59.71KB	173.77KB	233.49KB	fineweb-2
jmx_Latn	9	5	14	1661	923	2584	15.04KB	10.92KB	25.96KB	mala
tdg_Deva	9	6	15	621	414	1035	14.31KB	11.24KB	25.55KB	mala
the_Deva	9	3	12	3451	1150	4601	47.64KB	30.46KB	78.10KB	mala
tkr_Cyrl	9	5	14	207	115	322	4.79KB	4.87KB	9.66KB	mala
zha_Hani	9	7	16	981	763	1744	40.27KB	83.40KB	123.67KB	mala
ade_Latn	8	6	14	13313	9984	23297	36.78KB	123.38KB	160.16KB	fineweb-2
chq_Latn	8	2	10	7186	1796	8982	63.48KB	10.14KB	73.62KB	fineweb-2
lem_Latn	8	2	10	3773	943	4716	28.94KB	12.35KB	41.29KB	fineweb-2
nbc_Latn	8	6	14	3280	2460	5740	22.67KB	32.24KB	54.91KB	fineweb-2
njm_Latn	8	4	12	9938	4969	14907	40.55KB	63.24KB	103.79KB	fineweb-2
nst_Latn	8	3	11	2960	1153	4113	23.05KB	11.31KB	34.36KB	fineweb-2, mala
pww_Thai	8	4	12	4422	2211	6633	9.63KB	66.02KB	75.65KB	fineweb-2
sju_Latn	8	2	10	2730	682	3412	30.46KB	10.99KB	41.45KB	fineweb-2
trs_Latn	8	3	11	2626	985	3611	26.13KB	5.03KB	31.17KB	fineweb-2
vot_Latn	8	3	11	897	336	1233	12.09KB	8.23KB	20.32KB	fineweb-2
zca_Latn	8	4	12	4494	2247	6741	34.79KB	9.46KB	44.25KB	fineweb-2
szy_Hani	8	7	15	448	392	840	7.05KB	36.95KB	44.00KB	mala
udi_Cyrl	8	8	16	155	155	310	3.94KB	4.51KB	8.46KB	mala
xal_Latn	8	5	13	2233	1396	3629	7.13KB	34.37KB	41.50KB	mala
bth_Latn	7	2	9	3802	1086	4888	21.11KB	15.79KB	36.91KB	fineweb-2
cho_Latn	7	3	10	1901	815	2716	14.20KB	13.09KB	27.29KB	fineweb-2
cjo_Latn	7	3	10	10089	4324	14413	42.82KB	119.21KB	162.03KB	fineweb-2
crj_Cans	7	2	9	1413	403	1816	17.06KB	12.17KB	29.23KB	fineweb-2
due_Latn	7	3	10	1618	693	2311	19.12KB	6.38KB	25.50KB	fineweb-2
gjn_Latn	7	5	12	4341	3100	7441	18.02KB	26.71KB	44.73KB	fineweb-2
kby_Latn	7	3	10	1406	999	2405	12.10KB	11.61KB	23.71KB	fineweb-2, mala
khq_Latn	7	3	10	580	248	828	9.24KB	5.10KB	14.34KB	fineweb-2
lap_Latn	7	5	12	3312	2366	5678	24.51KB	20.25KB	44.76KB	fineweb-2
met_Latn	7	2	9	2858	816	3674	24.35KB	5.97KB	30.31KB	fineweb-2
mhy_Latn	7	4	11	7091	4052	11143	29.62KB	58.72KB	88.34KB	fineweb-2
mkz_Latn	7	3	10	477	182	659	5.05KB	2.10KB	7.15KB	fineweb-2, mala
mnb_Latn	7	3	10	4925	2110	7035	29.27KB	30.16KB	59.43KB	fineweb-2
mtg_Latn	7	5	12	4729	3378	8107	14.91KB	46.88KB	61.79KB	fineweb-2
myb_Latn	7	3	10	2926	1254	4180	18.55KB	10.21KB	28.76KB	fineweb-2
niy_Latn	7	3	10	4744	2033	6777	36.18KB	24.16KB	60.35KB	fineweb-2
pxm_Latn	7	3	10	2709	1161	3870	13.12KB	23.92KB	37.03KB	fineweb-2
swk_Latn	7	4	11	7405	4231	11636	23.60KB	67.17KB	90.77KB	fineweb-2
tbk_Latn	7	2	9	545	155	700	7.78KB	2.86KB	10.64KB	fineweb-2
tmc_Latn	7	3	10	3595	1540	5135	12.69KB	27.44KB	40.12KB	fineweb-2
tpm_Latn	7	3	10	3693	1583	5276	26.54KB	4.90KB	31.44KB	fineweb-2
wob_Latn	7	3	10	2100	900	3000	16.96KB	7.57KB	24.53KB	fineweb-2
bwx_Latn	7	6	13	666	571	1237	4.92KB	5.64KB	10.57KB	mala
cre_Cans	7	6	13	191	163	354	4.52KB	5.42KB	9.94KB	mala
pnt_Latn	7	3	10	607	260	867	8.38KB	4.74KB	13.12KB	mala
sdk_Latn	7	3	10	2953	1265	4218	20.03KB	11.08KB	31.11KB	mala
skr_Latn	7	6	13	4681	4013	8694	26.85KB	45.81KB	72.66KB	mala
awb_Latn	6	2	8	3362	1264	4626	37.08KB	4.67KB	41.74KB	fineweb-2, mala
bav_Latn	6	4	10	18907	12605	31512	12.59KB	163.79KB	176.38KB	fineweb-2
duo_Latn	6	4	10	5186	3457	8643	35.28KB	16.99KB	52.27KB	fineweb-2
etu_Latn	6	4	10	1780	1186	2966	17.83KB	8.72KB	26.55KB	fineweb-2
kex_Deva	6	1	7	1269	211	1480	26.06KB	4.04KB	30.10KB	fineweb-2
kno_Latn	6	4	10	2795	1863	4658	11.24KB	16.69KB	27.93KB	fineweb-2
knx_Latn	6	1	7	1368	228	1596	15.46KB	2.08KB	17.54KB	fineweb-2
ktz_Latn	6	1	7	1878	313	2191	14.67KB	1.60KB	16.26KB	fineweb-2
led_Latn	6	3	9	1524	762	2286	12.17KB	7.45KB	19.62KB	fineweb-2
lis_Lisu	6	8	14	734	978	1712	10.51KB	15.05KB	25.56KB	fineweb-2
loe_Latn	6	2	8	1620	540	2160	17.45KB	2.89KB	20.33KB	fineweb-2
lun_Latn	6	2	8	4999	1666	6665	55.87KB	4.58KB	60.45KB	fineweb-2
mbd_Latn	6	5	11	5009	4174	9183	43.09KB	17.93KB	61.02KB	fineweb-2
mcn_Latn	6	4	10	3366	2244	5610	31.70KB	6.61KB	38.31KB	fineweb-2
mgo_Latn	6	3	9	2702	1232	3934	20.09KB	9.79KB	29.88KB	fineweb-2, mala
